ProviderID,HospitalName,Address,City,State,ZIP,County,Phone,MeasureName,MeasureID,ComparedToNational,Denominator,Score,LowerEst,HigherEst,Footnote,StartDate,EndDate,Location
030038,SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,4808824000,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,547,14.9,12.5,17.5,,07/01/2012,06/30/2015,"7400 EAST OSBORN ROAD
SCOTTSDALE, AZ
(33.487639, -111.922725)"
030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,5208723000,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,197,12.8,9.8,16.1,,07/01/2012,06/30/2015,"1601 WEST ST MARY'S ROAD
TUCSON, AZ
(32.228884, -110.999567)"
030022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,6023445011,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"2601 EAST ROOSEVELT STREET
PHOENIX, AZ
(33.458525, -112.02643)"
030069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,MOHAVE,9288558185,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No Different than the National Rate,425,22.0,18.9,25.2,,07/01/2012,06/30/2015,"101 CIVIC CENTER LANE
LAKE HAVASU CITY, AZ
(34.47998, -114.338537)"
030065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,MARICOPA,4804123000,Rate of readmission for CABG,READM_30_CABG,No Different than the National Rate,79,15.0,11.5,19.2,,07/01/2012,06/30/2015,"1400 SOUTH DOBSON ROAD
MESA, AZ
(33.39091, -111.874624)"
030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,6022490212,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,117,16.8,12.5,21.8,,07/01/2012,06/30/2015,"2000 WEST BETHANY HOME ROAD
PHOENIX, AZ
(33.524116, -112.101934)"
030061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,6238324000,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,Better than the National Rate,4942,14.4,13.6,15.4,,07/01/2014,06/30/2015,"10401 WEST THUNDERBIRD BOULEVARD
SUN CITY, AZ
(33.604802, -112.28344)"
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,5203275461,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,No Different than the National Rate,4878,14.8,13.9,15.8,,07/01/2014,06/30/2015,"5301 EAST GRANT ROAD
TUCSON, AZ
(32.250749, -110.880169)"
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,5203275461,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,491,13.3,11.1,16.0,,07/01/2012,06/30/2015,"5301 EAST GRANT ROAD
TUCSON, AZ
(32.250749, -110.880169)"
030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,MOHAVE,9287572101,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,Worse than the National Rate,622,21.8,19.2,24.4,,07/01/2012,06/30/2015,"3269 STOCKTON HILL ROAD
KINGMAN, AZ
(35.136596, -114.232528)"
030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,5208723000,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,No Different than the National Rate,174,21.1,17.8,24.9,,07/01/2012,06/30/2015,"1601 WEST ST MARY'S ROAD
TUCSON, AZ
(32.228884, -110.999567)"
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,5203275461,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,274,13.2,10.5,16.3,,07/01/2012,06/30/2015,"5301 EAST GRANT ROAD
TUCSON, AZ
(32.250749, -110.880169)"
030014,JOHN C. LINCOLN MEDICAL CENTER,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,6023315862,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,196,18.0,14.2,22.0,,07/01/2012,06/30/2015,"250 EAST DUNLAP AVENUE
PHOENIX, AZ
(33.567754, -112.07063)"
030033,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,GILA,9284743222,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,No Different than the National Rate,645,15.3,13.7,16.8,,07/01/2014,06/30/2015,"807 SOUTH PONDEROSA DRIVE
PAYSON, AZ
(34.231724, -111.321375)"
030068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,GRAHAM,9283484000,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,45,9.6,6.4,14.3,,07/01/2012,06/30/2015,"1600 SOUTH 20TH AVENUE
SAFFORD, AZ
(32.821883, -109.732994)"
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,6022392000,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,248,15.6,12.3,19.4,,07/01/2012,06/30/2015,"1111 EAST MCDOWELL ROAD
PHOENIX, AZ
(33.465724, -112.058127)"
030065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,MARICOPA,4804123000,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,200,13.3,10.6,16.8,,07/01/2012,06/30/2015,"1400 SOUTH DOBSON ROAD
MESA, AZ
(33.39091, -111.874624)"
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,9284452700,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,118,5.4,3.0,9.9,,07/01/2012,06/30/2015,"1003 WILLOW CREEK ROAD
PRESCOTT, AZ
(34.558763, -112.482039)"
030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,5208733000,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,Better than the National Rate,3036,14.0,13.0,15.3,,07/01/2014,06/30/2015,"350 NORTH WILMOT ROAD
TUCSON, AZ
(32.225946, -110.857838)"
030068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,GRAHAM,9283484000,Rate of readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"1600 SOUTH 20TH AVENUE
SAFFORD, AZ
(32.821883, -109.732994)"
030001,ABRAZO MARYVALE CAMPUS,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85031,MARICOPA,6238485000,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,No Different than the National Rate,210,16.0,14.5,17.8,,07/01/2014,06/30/2015,"5102 WEST CAMPBELL AVENUE
PHOENIX, AZ
(33.502148, -112.170002)"
030014,JOHN C. LINCOLN MEDICAL CENTER,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,6023315862,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,505,15.1,12.8,17.8,,07/01/2012,06/30/2015,"250 EAST DUNLAP AVENUE
PHOENIX, AZ
(33.567754, -112.07063)"
030083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,MARICOPA,6029235000,Death rate for stroke patients,MORT_30_STK,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"3929 EAST BELL ROAD
PHOENIX, AZ
(33.640603, -111.997692)"
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,9285376399,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No Different than the National Rate,119,19.1,15.6,22.8,,07/01/2012,06/30/2015,"2200 EAST SHOW LOW LAKE ROAD
SHOW LOW, AZ
(34.201967, -110.01839)"
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,5203275461,Rate of readmission for stroke patients,READM_30_STK,No Different than the National Rate,284,12.5,10.1,15.5,,07/01/2012,06/30/2015,"5301 EAST GRANT ROAD
TUCSON, AZ
(32.250749, -110.880169)"
030064,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1501 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,PIMA,5208744189,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,211,13.4,10.6,16.7,,07/01/2012,06/30/2015,"1501 NORTH CAMPBELL AVENUE
TUCSON, AZ
(32.240663, -110.944717)"
030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,6024065001,Rate of readmission for CABG,READM_30_CABG,No Different than the National Rate,71,15.5,12.1,19.8,,07/01/2012,06/30/2015,"350 WEST THOMAS ROAD
PHOENIX, AZ
(33.480294, -112.079208)"
030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,5208723000,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,Worse than the National Rate,162,11.7,8.8,15.5,,07/01/2012,06/30/2015,"1601 WEST ST MARY'S ROAD
TUCSON, AZ
(32.228884, -110.999567)"
030043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE,5204173001,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,206,14.9,11.9,18.3,,07/01/2012,06/30/2015,"5700 EAST HIGHWAY 90
SIERRA VISTA, AZ
(31.55463, -110.232095)"
030068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,GRAHAM,9283484000,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,31,12.4,8.9,17.3,,07/01/2012,06/30/2015,"1600 SOUTH 20TH AVENUE
SAFFORD, AZ
(32.821883, -109.732994)"
030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,MOHAVE,9287572101,Rate of readmission for stroke patients,READM_30_STK,No Different than the National Rate,122,13.2,10.3,16.8,,07/01/2012,06/30/2015,"3269 STOCKTON HILL ROAD
KINGMAN, AZ
(35.136596, -114.232528)"
030065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,MARICOPA,4804123000,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,352,5.0,3.6,6.6,,07/01/2012,06/30/2015,"1400 SOUTH DOBSON ROAD
MESA, AZ
(33.39091, -111.874624)"
030043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE,5204173001,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,322,17.7,14.8,20.9,,07/01/2012,06/30/2015,"5700 EAST HIGHWAY 90
SIERRA VISTA, AZ
(31.55463, -110.232095)"
030023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,COCONINO,9287732378,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,No Different than the National Rate,216,16.6,13.8,19.8,,07/01/2012,06/30/2015,"1200 NORTH BEAVER STREET
FLAGSTAFF, AZ
(35.209534, -111.644835)"
030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,9283367600,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,Worse than the National Rate,1380,19.5,17.5,21.5,,07/01/2012,06/30/2015,"2400 SOUTH AVENUE A
YUMA, AZ
(32.683899, -114.633238)"
030065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,MARICOPA,4804123000,Rate of readmission after discharge from hospital (hospital-wide),READM_30_HOSP_WIDE,No Different than the National Rate,3463,16.1,15.2,17.2,,07/01/2014,06/30/2015,"1400 SOUTH DOBSON ROAD
MESA, AZ
(33.39091, -111.874624)"
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,9284452700,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,476,19.8,16.8,23.3,,07/01/2012,06/30/2015,"1003 WILLOW CREEK ROAD
PRESCOTT, AZ
(34.558763, -112.482039)"
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,9285376399,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,227,13.8,10.7,17.7,,07/01/2012,06/30/2015,"2200 EAST SHOW LOW LAKE ROAD
SHOW LOW, AZ
(34.201967, -110.01839)"
030078,PHOENIX INDIAN MEDICAL CENTER,4212 NORTH 16TH STREET,PHOENIX,AZ,85016,MARICOPA,6022631200,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"4212 NORTH 16TH STREET
PHOENIX, AZ
(33.49701, -112.047613)"
030022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,6023445011,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"2601 EAST ROOSEVELT STREET
PHOENIX, AZ
(33.458525, -112.02643)"
030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,6022490212,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,No Different than the National Rate,172,16.1,13.4,19.2,,07/01/2012,06/30/2015,"2000 WEST BETHANY HOME ROAD
PHOENIX, AZ
(33.524116, -112.101934)"
030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,9286396058,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,322,16.6,13.7,19.8,,07/01/2012,06/30/2015,"269 SOUTH CANDY LANE
COTTONWOOD, AZ
(34.73619, -112.031778)"
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,9285376399,Rate of readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"2200 EAST SHOW LOW LAKE ROAD
SHOW LOW, AZ
(34.201967, -110.01839)"
030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,6022490212,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,153,15.9,12.6,19.8,,07/01/2012,06/30/2015,"2000 WEST BETHANY HOME ROAD
PHOENIX, AZ
(33.524116, -112.101934)"
030068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,GRAHAM,9283484000,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,92,4.7,3.2,6.9,,07/01/2012,06/30/2015,"1600 SOUTH 20TH AVENUE
SAFFORD, AZ
(32.821883, -109.732994)"
030016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85222,PINAL,5203816300,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,208,4.7,3.3,6.6,,07/01/2012,06/30/2015,"1800 EAST FLORENCE BOULEVARD
CASA GRANDE, AZ
(32.879608, -111.709253)"
030078,PHOENIX INDIAN MEDICAL CENTER,4212 NORTH 16TH STREET,PHOENIX,AZ,85016,MARICOPA,6022631200,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"4212 NORTH 16TH STREET
PHOENIX, AZ
(33.49701, -112.047613)"
030083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,MARICOPA,6029235000,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,87,8.7,5.9,12.5,,07/01/2012,06/30/2015,"3929 EAST BELL ROAD
PHOENIX, AZ
(33.640603, -111.997692)"
030033,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,GILA,9284743222,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,143,5.2,3.6,7.3,,07/01/2012,06/30/2015,"807 SOUTH PONDEROSA DRIVE
PAYSON, AZ
(34.231724, -111.321375)"
030064,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1501 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,PIMA,5208744189,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,No Different than the National Rate,113,21.5,18.0,25.5,,07/01/2012,06/30/2015,"1501 NORTH CAMPBELL AVENUE
TUCSON, AZ
(32.240663, -110.944717)"
030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,6024065001,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,No Different than the National Rate,164,20.5,17.1,24.2,,07/01/2012,06/30/2015,"350 WEST THOMAS ROAD
PHOENIX, AZ
(33.480294, -112.079208)"
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,5203275461,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,No Different than the National Rate,334,16.9,14.2,19.8,,07/01/2012,06/30/2015,"5301 EAST GRANT ROAD
TUCSON, AZ
(32.250749, -110.880169)"
030016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85222,PINAL,5203816300,Rate of readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2012,06/30/2015,"1800 EAST FLORENCE BOULEVARD
CASA GRANDE, AZ
(32.879608, -111.709253)"
030038,SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,4808824000,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,No Different than the National Rate,140,17.6,14.6,21.1,,07/01/2012,06/30/2015,"7400 EAST OSBORN ROAD
SCOTTSDALE, AZ
(33.487639, -111.922725)"
030065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,MARICOPA,4804123000,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,250,18.4,14.8,22.5,,07/01/2012,06/30/2015,"1400 SOUTH DOBSON ROAD
MESA, AZ
(33.39091, -111.874624)"
030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,9286396058,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,No Different than the National Rate,218,17.8,14.8,21.3,,07/01/2012,06/30/2015,"269 SOUTH CANDY LANE
COTTONWOOD, AZ
(34.73619, -112.031778)"
030033,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,GILA,9284743222,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No Different than the National Rate,105,21.3,17.6,25.7,,07/01/2012,06/30/2015,"807 SOUTH PONDEROSA DRIVE
PAYSON, AZ
(34.231724, -111.321375)"
030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,6024065001,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,129,13.9,10.9,17.5,,07/01/2012,06/30/2015,"350 WEST THOMAS ROAD
PHOENIX, AZ
(33.480294, -112.079208)"
030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,6024065001,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2012,06/30/2015,"350 WEST THOMAS ROAD
PHOENIX, AZ
(33.480294, -112.079208)"
030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,5208723000,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,92,4.3,3.0,6.3,,07/01/2012,06/30/2015,"1601 WEST ST MARY'S ROAD
TUCSON, AZ
(32.228884, -110.999567)"
030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,5208733000,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,238,13.5,10.9,16.6,,07/01/2012,06/30/2015,"350 NORTH WILMOT ROAD
TUCSON, AZ
(32.225946, -110.857838)"
030043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE,5204173001,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,93,4.7,3.3,6.9,,07/01/2012,06/30/2015,"5700 EAST HIGHWAY 90
SIERRA VISTA, AZ
(31.55463, -110.232095)"
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,6022392000,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,156,7.7,5.4,10.7,,07/01/2012,06/30/2015,"1111 EAST MCDOWELL ROAD
PHOENIX, AZ
(33.465724, -112.058127)"
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,6022392000,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,283,17.0,14.3,20.1,,07/01/2012,06/30/2015,"1111 EAST MCDOWELL ROAD
PHOENIX, AZ
(33.465724, -112.058127)"
030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,6022490212,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,183,17.6,14.4,21.2,,07/01/2012,06/30/2015,"2000 WEST BETHANY HOME ROAD
PHOENIX, AZ
(33.524116, -112.101934)"
030036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,4807283000,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,295,13.1,10.4,16.6,,07/01/2012,06/30/2015,"1955 WEST FRYE ROAD
CHANDLER, AZ
(33.298635, -111.875109)"
030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,5208733000,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,470,3.9,2.9,5.2,,07/01/2012,06/30/2015,"350 NORTH WILMOT ROAD
TUCSON, AZ
(32.225946, -110.857838)"
030061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,6238324000,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,1176,4.4,3.5,5.4,,07/01/2012,06/30/2015,"10401 WEST THUNDERBIRD BOULEVARD
SUN CITY, AZ
(33.604802, -112.28344)"
030037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,MARICOPA,6022518156,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,693,4.3,3.2,5.6,,07/01/2012,06/30/2015,"1800 EAST VAN BUREN STREET
PHOENIX, AZ
(33.451436, -112.042767)"
030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,6022490212,Rate of readmission for CABG,READM_30_CABG,No Different than the National Rate,65,14.0,10.7,18.2,,07/01/2012,06/30/2015,"2000 WEST BETHANY HOME ROAD
PHOENIX, AZ
(33.524116, -112.101934)"
030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,5208723000,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,241,14.3,11.1,18.3,,07/01/2012,06/30/2015,"1601 WEST ST MARY'S ROAD
TUCSON, AZ
(32.228884, -110.999567)"
030065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,MARICOPA,4804123000,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,670,17.6,15.4,20.1,,07/01/2012,06/30/2015,"1400 SOUTH DOBSON ROAD
MESA, AZ
(33.39091, -111.874624)"
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,9284452700,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,284,4.1,2.9,5.7,,07/01/2012,06/30/2015,"1003 WILLOW CREEK ROAD
PRESCOTT, AZ
(34.558763, -112.482039)"
030068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,GRAHAM,9283484000,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,No Different than the National Rate,46,19.6,15.8,24.1,,07/01/2012,06/30/2015,"1600 SOUTH 20TH AVENUE
SAFFORD, AZ
(32.821883, -109.732994)"
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,9284452700,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,266,10.1,7.5,13.1,,07/01/2012,06/30/2015,"1003 WILLOW CREEK ROAD
PRESCOTT, AZ
(34.558763, -112.482039)"
